timestamp, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2024/10/01 15:21:35.354, NVIDIA RTX A6000, 56 %, 5 %, 49140 MiB, 42913 MiB, 5760 MiB
2024/10/01 15:21:35.454, NVIDIA RTX A6000, 62 %, 18 %, 49140 MiB, 42615 MiB, 6058 MiB
2024/10/01 15:21:35.554, NVIDIA RTX A6000, 62 %, 18 %, 49140 MiB, 42357 MiB, 6316 MiB
2024/10/01 15:21:35.654, NVIDIA RTX A6000, 40 %, 7 %, 49140 MiB, 42249 MiB, 6424 MiB
2024/10/01 15:21:35.754, NVIDIA RTX A6000, 40 %, 7 %, 49140 MiB, 41995 MiB, 6678 MiB
2024/10/01 15:21:35.855, NVIDIA RTX A6000, 29 %, 4 %, 49140 MiB, 42199 MiB, 6474 MiB
2024/10/01 15:21:35.955, NVIDIA RTX A6000, 29 %, 4 %, 49140 MiB, 46591 MiB, 2082 MiB
2024/10/01 15:21:36.055, NVIDIA RTX A6000, 61 %, 5 %, 49140 MiB, 47877 MiB, 796 MiB
2024/10/01 15:21:36.155, NVIDIA RTX A6000, 61 %, 5 %, 49140 MiB, 48395 MiB, 278 MiB
2024/10/01 15:21:36.255, NVIDIA RTX A6000, 16 %, 1 %, 49140 MiB, 48395 MiB, 278 MiB
2024/10/01 15:21:36.355, NVIDIA RTX A6000, 16 %, 1 %, 49140 MiB, 48395 MiB, 278 MiB
2024/10/01 15:21:36.456, NVIDIA RTX A6000, 16 %, 1 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:36.591, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:36.692, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:36.792, NVIDIA RTX A6000, 3 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:36.892, NVIDIA RTX A6000, 3 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:36.992, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.092, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.193, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.294, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.395, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.496, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.597, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.698, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.799, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:37.900, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.020, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.120, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.220, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.321, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.421, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.521, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.621, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.722, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.822, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:38.922, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.023, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.123, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.223, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.323, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.424, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.524, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.624, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.727, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
2024/10/01 15:21:39.827, NVIDIA RTX A6000, 0 %, 0 %, 49140 MiB, 48671 MiB, 2 MiB
